-0.1250,-2.3750,2.3750
0,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
-0.1250,-2.3750,2.3750
Orientation Sensor Test

------------------------------------
Sensor:       BNO055
Driver Ver:   1
Unique ID:    55
Max Value:    0.00 xxx
Min Value:    0.00 xxx
Resolution:   0.01 xxx
------------------------------------


System Status: 0x5
Self Test:     0xF
System Error:  0x0

0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,0.0000,0.0000
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
0.0000,-2.3750,2.4375
